Địa phương,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông
geoId-BDH,2014,136544.0,59662.0,46777.0,30105.0
geoId-BDH,2015,134809.0,60123.0,45907.0,28779.0
geoId-BDH,2016,132337.0,57597.0,45452.0,29288.0
geoId-BDH,2017,132880.0,57935.0,46134.0,28811.0
geoId-BDH,2018,134496.0,59558.0,46304.0,28634.0
geoId-BDH,2019,133773.0,58612.0,46342.0,28819.0
geoId-BDH,2020,135899.0,59164.0,47149.0,29586.0
geoId-BDH,2021,136733.0,62369.0,44640.0,29724.0
geoId-BLU,2004,65782.0,34305.0,24572.0,6905.0
geoId-BLU,2005,69671.0,37405.0,23827.0,8439.0
geoId-BLU,2006,67650.0,36215.0,22581.0,8854.0
geoId-BLU,2007,61219.0,32938.0,19581.0,8700.0
geoId-BLU,2008,64135.0,36145.0,19727.0,8263.0
geoId-BLU,2009,64365.0,38158.0,18441.0,7766.0
geoId-BLU,2010,65191.0,39380.0,18183.0,7628.0
geoId-BLU,2011,66310.0,39002.0,19529.0,7779.0
geoId-BLU,2012,67821.0,39012.0,21016.0,7793.0
geoId-BLU,2013,68223.0,38527.0,22474.0,7222.0
geoId-BLU,2014,68589.0,37657.0,23778.0,7154.0
geoId-BLU,2015,68213.0,36762.0,23941.0,7510.0
geoId-BLU,2016,66964.0,35191.0,23643.0,8130.0
geoId-BLU,2017,67261.0,35371.0,23433.0,8457.0
geoId-BLU,2018,68034.0,36787.0,22458.0,8789.0
geoId-BLU,2019,68469.0,36983.0,22282.0,9204.0
geoId-BLU,2020,68564.0,36295.0,22803.0,9466.0
geoId-BLU,2021,67491.0,36061.0,22018.0,9412.0
geoId-BGG,2004,159211.0,59399.0,71676.0,28136.0
geoId-BGG,2005,160805.0,63322.0,65175.0,32308.0
geoId-BGG,2006,162222.0,61707.0,64494.0,36021.0
geoId-BGG,2007,147682.0,58299.0,56624.0,32759.0
geoId-BGG,2008,135833.0,55771.0,49240.0,30822.0
geoId-BGG,2009,135001.0,57753.0,48417.0,28831.0
geoId-BGG,2010,136241.0,57690.0,47367.0,31184.0
geoId-BGG,2011,134203.0,57039.0,46914.0,30250.0
geoId-BGG,2012,132051.0,57312.0,46495.0,28244.0
geoId-BGG,2013,132995.0,59185.0,45640.0,28170.0
geoId-BGG,2014,133322.0,59897.0,46118.0,27307.0
geoId-BGG,2015,135569.0,62533.0,45390.0,27646.0
geoId-BGG,2016,137954.0,64962.0,45149.0,27843.0
geoId-BGG,2017,141309.0,67603.0,45733.0,27973.0
geoId-BGG,2018,148468.0,73659.0,46898.0,27911.0
geoId-BGG,2019,137501.0,78618.0,48333.0,10550.0
geoId-BGG,2020,160890.0,82221.0,50632.0,28037.0
geoId-BGG,2021,167965.0,86570.0,53092.0,28303.0
geoId-BKN,2004,34209.0,14272.0,12908.0,7029.0
geoId-BKN,2005,32143.0,12912.0,12019.0,7212.0
geoId-BKN,2006,29230.0,11650.0,11586.0,5994.0
geoId-BKN,2007,28656.0,11569.0,11510.0,5577.0
geoId-BKN,2008,26163.0,11116.0,9992.0,5055.0
geoId-BKN,2009,25502.0,10597.0,9050.0,5855.0
geoId-BKN,2010,24791.0,10990.0,8192.0,5609.0
geoId-BKN,2011,23992.0,10985.0,7723.0,5284.0
geoId-BKN,2012,23511.0,10964.0,7770.0,4777.0
geoId-BKN,2013,23345.0,11303.0,7635.0,4407.0
geoId-BKN,2014,23452.0,11330.0,7908.0,4214.0
geoId-BKN,2015,23933.0,11598.0,8158.0,4177.0
geoId-BKN,2016,24329.0,12143.0,8084.0,4102.0
geoId-BKN,2017,24898.0,12553.0,8325.0,4020.0
geoId-BKN,2018,26166.0,13671.0,8560.0,3935.0
geoId-BKN,2019,27060.0,14332.0,8665.0,4063.0
geoId-BKN,2020,27870.0,14610.0,9161.0,4099.0
geoId-BKN,2021,28810.0,14938.0,9641.0,4231.0
geoId-BNH,2004,107647.0,42343.0,42296.0,23008.0
geoId-BNH,2005,105922.0,40643.0,40321.0,24958.0
geoId-BNH,2006,104457.0,40055.0,37828.0,26574.0
geoId-BNH,2007,99967.0,37898.0,35529.0,26540.0
geoId-BNH,2008,97487.0,38374.0,33551.0,25562.0
geoId-BNH,2009,91034.0,37801.0,32056.0,21177.0
geoId-BNH,2010,94091.0,39445.0,30947.0,23699.0
geoId-BNH,2011,92940.0,39517.0,31377.0,22046.0
geoId-BNH,2012,92792.0,40921.0,30300.0,21571.0
geoId-BNH,2013,92650.0,41955.0,29915.0,20780.0
geoId-BNH,2014,95815.0,42933.0,32556.0,20326.0
geoId-BNH,2015,96153.0,44826.0,30904.0,20423.0
geoId-BNH,2016,97480.0,45676.0,31758.0,20046.0
geoId-BNH,2017,101329.0,48232.0,32410.0,20687.0
geoId-BNH,2018,106753.0,52539.0,33675.0,20539.0
geoId-BNH,2019,107296.0,55496.0,34993.0,16807.0
geoId-BNH,2020,112543.0,58735.0,36136.0,17672.0
geoId-BNH,2021,121654.0,62062.0,37672.0,21920.0
geoId-SCC,2004,2215251.0,956672.0,900385.0,358194.0
geoId-SCC,2005,2178143.0,889160.0,889875.0,399108.0
geoId-SCC,2006,2080133.0,830925.0,834161.0,415047.0
geoId-SCC,2007,2004032.0,781267.0,795480.0,427285.0
geoId-SCC,2008,1904342.0,743766.0,718789.0,441787.0
geoId-SCC,2009,1854758.0,754329.0,663972.0,436457.0
geoId-SCC,2010,1796502.0,746754.0,616994.0,432754.0
geoId-SCC,2011,1747124.0,739294.0,590141.0,417689.0
geoId-SCC,2012,1691145.0,734147.0,565014.0,391984.0
geoId-SCC,2013,1666111.0,745570.0,558259.0,362282.0
geoId-SCC,2014,1660477.0,753365.0,566045.0,341067.0
geoId-SCC,2015,1665400.0,770900.0,565021.0,329479.0
geoId-SCC,2016,1656829.0,756701.0,566212.0,333916.0
geoId-SCC,2017,1683858.0,780018.0,572914.0,330926.0
geoId-SCC,2018,1722789.0,821959.0,568759.0,332071.0
geoId-SCC,2019,1769930.0,854543.0,577125.0,338262.0
geoId-SCC,2020,1823469.0,876304.0,600464.0,346701.0
geoId-SCC,2021,1874243.0,937975.0,588573.0,347695.0
geoId-BTE,2004,120183.0,51102.0,46080.0,23001.0
geoId-BTE,2005,117132.0,49085.0,43996.0,24051.0
geoId-BTE,2006,111127.0,47472.0,43072.0,20583.0
geoId-BTE,2007,109887.0,46467.0,40785.0,22635.0
geoId-BTE,2008,106573.0,45416.0,39061.0,22096.0
geoId-BTE,2009,106035.0,47843.0,36019.0,22173.0
geoId-BTE,2010,104354.0,48581.0,34321.0,21452.0
geoId-BTE,2011,100987.0,46285.0,34279.0,20423.0
geoId-BTE,2012,101332.0,47678.0,33915.0,19739.0
geoId-BTE,2013,100626.0,47437.0,35360.0,17829.0
geoId-BTE,2014,100774.0,46242.0,36965.0,17567.0
geoId-BTE,2015,100828.0,46447.0,36813.0,17568.0
geoId-BTE,2016,99310.0,44341.0,36581.0,18388.0
geoId-BTE,2017,99969.0,45092.0,36304.0,18573.0
geoId-BTE,2018,101210.0,46893.0,34874.0,19443.0
geoId-BTE,2019,101555.0,47229.0,34883.0,19443.0
geoId-BTE,2020,101217.0,46312.0,35614.0,19291.0
geoId-BTE,2021,100565.0,48334.0,33844.0,18387.0
geoId-CBG,2004,58357.0,25544.0,22196.0,10617.0
geoId-CBG,2005,56531.0,23695.0,20893.0,11943.0
geoId-CBG,2006,52645.0,22130.0,19474.0,11041.0
geoId-CBG,2007,50143.0,21469.0,16853.0,11821.0
geoId-CBG,2008,49604.0,21085.0,16555.0,11964.0
geoId-CBG,2009,46213.0,20932.0,15348.0,9933.0
geoId-CBG,2010,44297.0,20813.0,14416.0,9068.0
geoId-CBG,2011,43278.0,20745.0,14136.0,8397.0
geoId-CBG,2012,42257.0,20514.0,13746.0,7997.0
geoId-CBG,2013,42412.0,21271.0,13551.0,7590.0
geoId-CBG,2014,41798.0,21137.0,13587.0,7074.0
geoId-CBG,2015,41994.0,21192.0,14014.0,6788.0
geoId-CBG,2016,42122.0,21519.0,13937.0,6666.0
geoId-CBG,2017,42841.0,21791.0,14374.0,6676.0
geoId-CBG,2018,44275.0,22831.0,14635.0,6809.0
geoId-CBG,2019,45102.0,23703.0,14598.0,6801.0
geoId-CBG,2020,46366.0,24432.0,15082.0,6852.0
geoId-CBG,2021,47570.0,24900.0,15529.0,7141.0
geoId-CMU,2004,111096.0,60257.0,37498.0,13341.0
geoId-CMU,2005,102845.0,55427.0,34428.0,12990.0
geoId-CMU,2006,99334.0,54122.0,31612.0,13600.0
geoId-CMU,2007,97232.0,53647.0,30314.0,13271.0
geoId-CMU,2008,93897.0,54572.0,27066.0,12259.0
geoId-CMU,2009,96341.0,57715.0,26866.0,11760.0
geoId-CMU,2010,98165.0,59388.0,26665.0,12112.0
geoId-CMU,2011,99825.0,59204.0,28534.0,12087.0
geoId-CMU,2012,100708.0,57992.0,30050.0,12666.0
geoId-CMU,2013,101193.0,57914.0,32406.0,10873.0
geoId-CMU,2014,103489.0,56378.0,35505.0,11606.0
geoId-CMU,2015,103840.0,55354.0,36164.0,12322.0
geoId-CMU,2016,101985.0,52724.0,35624.0,13637.0
geoId-CMU,2017,102637.0,52720.0,35094.0,14823.0
geoId-CMU,2018,104453.0,54481.0,34059.0,15913.0
geoId-CMU,2019,104351.0,53957.0,33673.0,16721.0
geoId-CMU,2020,103512.0,52469.0,34216.0,16827.0
geoId-CMU,2021,100835.0,52789.0,31944.0,16102.0
geoId-VNM,2004,8234779.0,3691844.0,3193937.0,1348998.0
geoId-VNM,2005,8085950.0,3523175.0,3094368.0,1468407.0
geoId-VNM,2006,7887566.0,3407538.0,2965140.0,1514888.0
geoId-VNM,2007,7669275.0,3284206.0,2830440.0,1556774.0
geoId-VNM,2008,7434684.0,3230700.0,2661017.0,1542967.0
geoId-VNM,2009,7337323.0,3322113.0,2515272.0,1499938.0
geoId-VNM,2010,7304361.0,3392061.0,2416499.0,1495801.0
geoId-VNM,2011,7301981.0,3447654.0,2388172.0,1466155.0
geoId-VNM,2012,7226826.0,3444731.0,2363611.0,1418484.0
geoId-VNM,2013,7301157.0,3559759.0,2401840.0,1339558.0
geoId-VNM,2014,7396850.0,3611152.0,2489545.0,1296153.0
geoId-VNM,2015,7540074.0,3735231.0,2506551.0,1298292.0
geoId-VNM,2016,7618434.0,3733347.0,2552436.0,1332651.0
geoId-VNM,2017,7809007.0,3847511.0,2617043.0,1344453.0
geoId-VNM,2018,8107805.0,4081216.0,2651041.0,1375548.0
geoId-VNM,2019,8326630.0,4173627.0,2734150.0,1418853.0
geoId-VNM,2020,8572139.0,4240369.0,2864841.0,1466929.0
geoId-VNM,2021,8740569.0,4400808.0,2858950.0,1480811.0
geoId-CTO,2004,87848.0,42967.0,32656.0,12225.0
geoId-CTO,2005,87121.0,41513.0,31598.0,14010.0
geoId-CTO,2006,84799.0,39748.0,31267.0,13784.0
geoId-CTO,2007,84142.0,39742.0,29879.0,14521.0
geoId-CTO,2008,83910.0,40234.0,28967.0,14709.0
geoId-CTO,2009,85514.0,43525.0,27379.0,14610.0
geoId-CTO,2010,85820.0,44728.0,26851.0,14241.0
geoId-CTO,2011,86673.0,44736.0,27643.0,14294.0
geoId-CTO,2012,86741.0,44818.0,27368.0,14555.0
geoId-CTO,2013,89733.0,46817.0,29272.0,13644.0
geoId-CTO,2014,91359.0,47309.0,30757.0,13293.0
geoId-CTO,2015,93595.0,48439.0,31118.0,14038.0
geoId-CTO,2016,93860.0,46825.0,31746.0,15289.0
geoId-CTO,2017,95538.0,46992.0,32901.0,15645.0
geoId-CTO,2018,97303.0,48371.0,32927.0,16005.0
geoId-CTO,2019,98231.0,48586.0,33189.0,16456.0
geoId-CTO,2020,99896.0,47316.0,35382.0,17198.0
geoId-CTO,2021,98922.0,47902.0,33660.0,17360.0
geoId-GLI,2004,131656.0,74566.0,41256.0,15834.0
geoId-GLI,2005,134249.0,73652.0,42782.0,17815.0
geoId-GLI,2006,132362.0,72109.0,44546.0,15707.0
geoId-GLI,2007,137259.0,71814.0,45442.0,20003.0
geoId-GLI,2008,137577.0,71304.0,45377.0,20896.0
geoId-GLI,2009,136607.0,71890.0,43317.0,21400.0
geoId-GLI,2010,145976.0,78802.0,43882.0,23292.0
geoId-GLI,2011,144298.0,76023.0,45224.0,23051.0
geoId-GLI,2012,145786.0,77482.0,45577.0,22727.0
geoId-GLI,2013,148664.0,79006.0,47730.0,21928.0
geoId-GLI,2014,149963.0,79729.0,48905.0,21329.0
geoId-GLI,2015,150795.0,80291.0,49054.0,21450.0
geoId-GLI,2016,151020.0,78886.0,50119.0,22015.0
geoId-GLI,2017,152965.0,79219.0,51493.0,22253.0
geoId-GLI,2018,156197.0,81480.0,52052.0,22665.0
geoId-GLI,2019,158263.0,81891.0,53174.0,23198.0
geoId-GLI,2020,161485.0,82307.0,54894.0,24284.0
geoId-GLI,2021,163562.0,84056.0,54477.0,25029.0
geoId-HBH,2004,82537.0,33947.0,34630.0,13960.0
geoId-HBH,2005,79351.0,31024.0,33320.0,15007.0
geoId-HBH,2006,75931.0,29588.0,31036.0,15307.0
geoId-HBH,2007,71496.0,28738.0,28748.0,14010.0
geoId-HBH,2008,68010.0,27538.0,25472.0,15000.0
geoId-HBH,2009,64099.0,27098.0,22382.0,14619.0
geoId-HBH,2010,64720.0,29047.0,21397.0,14276.0
geoId-HBH,2011,62202.0,29030.0,19305.0,13867.0
geoId-HBH,2012,64048.0,30335.0,21102.0,12611.0
geoId-HBH,2013,64523.0,30778.0,21435.0,12310.0
geoId-HBH,2014,66221.0,31927.0,22129.0,12165.0
geoId-HBH,2015,68177.0,33252.0,22211.0,12714.0
geoId-HBH,2016,70010.0,34251.0,22914.0,12845.0
geoId-HBH,2017,72237.0,35935.0,23564.0,12738.0
geoId-HBH,2018,75576.0,38098.0,24835.0,12643.0
geoId-HBH,2019,85517.0,38866.0,25544.0,21107.0
geoId-HBH,2020,81294.0,40579.0,26693.0,14022.0
geoId-HBH,2021,83060.0,40994.0,27870.0,14196.0
geoId-HGG,2004,68476.0,41079.0,19728.0,7669.0
geoId-HGG,2005,71767.0,41075.0,22815.0,7877.0
geoId-HGG,2006,68422.0,37589.0,22715.0,8118.0
geoId-HGG,2007,66465.0,35795.0,22555.0,8115.0
geoId-HGG,2008,65570.0,35306.0,21952.0,8312.0
geoId-HGG,2009,65420.0,35314.0,21855.0,8251.0
geoId-HGG,2010,65477.0,35850.0,21508.0,8119.0
geoId-HGG,2011,118675.0,89483.0,21138.0,8054.0
geoId-HGG,2012,67481.0,37971.0,21764.0,7746.0
geoId-HGG,2013,72595.0,42797.0,21974.0,7824.0
geoId-HGG,2014,67614.0,37884.0,22093.0,7637.0
geoId-HGG,2015,72063.0,41889.0,22742.0,7432.0
geoId-HGG,2016,74100.0,43612.0,23253.0,7235.0
geoId-HGG,2017,76337.0,44873.0,23942.0,7522.0
geoId-HGG,2018,78636.0,46561.0,24594.0,7481.0
geoId-HGG,2019,81646.0,47882.0,26025.0,7739.0
geoId-HGG,2020,85421.0,48929.0,28449.0,8043.0
geoId-HGG,2021,89164.0,49960.0,30634.0,8570.0
geoId-HNM,2004,79316.0,32071.0,33651.0,13594.0
geoId-HNM,2005,77638.0,30225.0,31922.0,15491.0
geoId-HNM,2006,73259.0,28918.0,29529.0,14812.0
geoId-HNM,2007,72812.0,27772.0,27576.0,17464.0
geoId-HNM,2008,68864.0,26854.0,25635.0,16375.0
geoId-HNM,2009,67279.0,27572.0,24276.0,15431.0
geoId-HNM,2010,65684.0,27707.0,22638.0,15339.0
geoId-HNM,2011,64903.0,27863.0,21984.0,15056.0
geoId-HNM,2012,64097.0,27983.0,21339.0,14775.0
geoId-HNM,2013,64071.0,28873.0,21206.0,13992.0
geoId-HNM,2014,63936.0,29100.0,21685.0,13151.0
geoId-HNM,2015,64438.0,30074.0,21468.0,12896.0
geoId-HNM,2016,65019.0,30400.0,21641.0,12978.0
geoId-HNM,2017,66686.0,31587.0,22148.0,12951.0
geoId-HNM,2018,69951.0,34277.0,22517.0,13157.0
geoId-HNM,2019,72138.0,35745.0,23305.0,13088.0
geoId-HNM,2020,74411.0,37068.0,23965.0,13378.0
geoId-HNM,2021,76312.0,38829.0,24606.0,12877.0
geoId-HNI,2004,234827.0,94121.0,89340.0,51366.0
geoId-HNI,2005,239113.0,98112.0,86497.0,54504.0
geoId-HNI,2006,241347.0,97417.0,85401.0,58529.0
geoId-HNI,2007,240592.0,96077.0,84156.0,60359.0
geoId-HNI,2008,488082.0,198751.0,170130.0,119201.0
geoId-HNI,2009,485850.0,212150.0,158904.0,114796.0
geoId-HNI,2010,505581.0,226472.0,165515.0,113594.0
geoId-HNI,2011,497023.0,229656.0,154842.0,112525.0
geoId-HNI,2012,513238.0,248541.0,155902.0,108795.0
geoId-HNI,2013,528336.0,266079.0,160720.0,101537.0
geoId-HNI,2014,548183.0,274850.0,176227.0,97106.0
geoId-HNI,2015,572800.0,291552.0,184703.0,96545.0
geoId-HNI,2016,597450.0,301005.0,195897.0,100548.0
geoId-HNI,2017,624013.0,318119.0,203927.0,101967.0
geoId-HNI,2018,672351.0,344820.0,212789.0,114742.0
geoId-HNI,2019,704813.0,356907.0,224723.0,123183.0
geoId-HNI,2020,742334.0,369146.0,239641.0,133547.0
geoId-HNI,2021,766854.0,384475.0,247201.0,135178.0
geoId-HNI,2004,254371.0,100725.0,99103.0,54543.0
geoId-HNI,2005,237014.0,96394.0,93922.0,46698.0
geoId-HNI,2006,244926.0,94796.0,88823.0,61307.0
geoId-HNI,2007,237293.0,92354.0,84447.0,60492.0
geoId-HNI,2008,,,,
geoId-HNI,2009,,,,
geoId-HNI,2010,,,,
geoId-HNI,2011,,,,
geoId-HNI,2012,,,,
geoId-HNI,2013,,,,
geoId-HNI,2014,,,,
geoId-HNI,2015,,,,
geoId-HNI,2016,,,,
geoId-HNI,2017,,,,
geoId-HNI,2018,,,,
geoId-HNI,2019,,,,
geoId-HNI,2020,,,,
geoId-HNI,2021,,,,
geoId-HTH,2004,168491.0,66217.0,68756.0,33518.0
geoId-HTH,2005,157048.0,60121.0,65742.0,31185.0
geoId-HTH,2006,154215.0,55133.0,64933.0,34149.0
geoId-HTH,2007,146369.0,52273.0,59521.0,34575.0
geoId-HTH,2008,138525.0,49329.0,53202.0,35994.0
geoId-HTH,2009,133436.0,50227.0,49588.0,33621.0
geoId-HTH,2010,125589.0,47861.0,44195.0,33533.0
geoId-HTH,2011,122053.0,48410.0,41814.0,31829.0
geoId-HTH,2012,115248.0,46662.0,39299.0,29287.0
geoId-HTH,2013,110517.0,46551.0,36834.0,27132.0
geoId-HTH,2014,108824.0,46943.0,36914.0,24967.0
geoId-HTH,2015,109185.0,48674.0,36529.0,23982.0
geoId-HTH,2016,108113.0,47976.0,36205.0,23932.0
geoId-HTH,2017,109670.0,49837.0,36943.0,22890.0
geoId-HTH,2018,113328.0,53753.0,36505.0,23070.0
geoId-HTH,2019,116176.0,56821.0,36638.0,22717.0
geoId-HTH,2020,119136.0,57772.0,38122.0,23242.0
geoId-HTH,2021,123560.0,63296.0,37397.0,22867.0
geoId-HYN,2004,113737.0,44165.0,48578.0,20994.0
geoId-HYN,2005,108770.0,41588.0,43709.0,23473.0
geoId-HYN,2006,106026.0,39337.0,40630.0,26059.0
geoId-HYN,2007,101500.0,38139.0,38143.0,25218.0
geoId-HYN,2008,94380.0,36691.0,34645.0,23044.0
geoId-HYN,2009,93939.0,37425.0,34895.0,21619.0
geoId-HYN,2010,89357.0,36698.0,31877.0,20782.0
geoId-HYN,2011,89137.0,37673.0,31450.0,20014.0
geoId-HYN,2012,86569.0,37929.0,29277.0,19363.0
geoId-HYN,2013,87427.0,40064.0,28891.0,18472.0
geoId-HYN,2014,87269.0,41127.0,29438.0,16704.0
geoId-HYN,2015,89105.0,43230.0,28658.0,17217.0
geoId-HYN,2016,91459.0,44812.0,29396.0,17251.0
geoId-HYN,2017,95147.0,46763.0,30604.0,17780.0
geoId-HYN,2018,101064.0,51311.0,32222.0,17531.0
geoId-HYN,2019,105241.0,53631.0,34077.0,17533.0
geoId-HYN,2020,109588.0,55700.0,35568.0,18320.0
geoId-HYN,2021,113717.0,58174.0,36695.0,18848.0
geoId-HDG,2004,161093.0,62358.0,68087.0,30648.0
geoId-HDG,2005,154661.0,59555.0,61758.0,33348.0
geoId-HDG,2006,149176.0,58501.0,57125.0,33550.0
geoId-HDG,2007,145925.0,57822.0,54112.0,33991.0
geoId-HDG,2008,140464.0,58140.0,49981.0,32343.0
geoId-HDG,2009,135932.0,56573.0,47510.0,31849.0
geoId-HDG,2010,132283.0,56486.0,46079.0,29718.0
geoId-HDG,2011,131604.0,56578.0,46039.0,28987.0
geoId-HDG,2012,134302.0,58996.0,46633.0,28673.0
geoId-HDG,2013,130750.0,59653.0,44053.0,27044.0
geoId-HDG,2014,132791.0,60731.0,45188.0,26872.0
geoId-HDG,2015,135752.0,64586.0,44449.0,26717.0
geoId-HDG,2016,138447.0,67589.0,44261.0,26597.0
geoId-HDG,2017,144089.0,71458.0,45816.0,26815.0
geoId-HDG,2018,151628.0,77389.0,47300.0,26939.0
geoId-HDG,2019,155515.0,79537.0,48931.0,27047.0
geoId-HDG,2020,163866.0,83406.0,52465.0,27995.0
geoId-HDG,2021,170370.0,86663.0,55202.0,28505.0
geoId-HPG,2004,162882.0,62562.0,66625.0,33695.0
