Địa phương,Năm,Bác sĩ,Y sĩ,Y tá,Hộ sinh
geoId-VPC,2015,797.0,650.0,1341.0,255.0
geoId-VPC,2016,1066.0,672.0,1779.0,297.0
geoId-VPC,2017,947.0,647.0,1523.0,255.0
geoId-YBI,2002,409.0,726.0,492.0,274.0
geoId-YBI,2003,426.0,734.0,487.0,294.0
geoId-YBI,2004,438.0,794.0,505.0,331.0
geoId-YBI,2005,454.0,799.0,531.0,342.0
geoId-YBI,2006,465.0,790.0,554.0,353.0
geoId-YBI,2007,486.0,782.0,538.0,355.0
geoId-YBI,2008,503.0,742.0,553.0,358.0
geoId-YBI,2009,517.0,758.0,613.0,386.0
geoId-YBI,2010,548.0,746.0,707.0,390.0
geoId-YBI,2011,534.0,782.0,810.0,400.0
geoId-YBI,2012,533.0,704.0,805.0,387.0
geoId-YBI,2013,536.0,635.0,794.0,384.0
geoId-YBI,2014,430.0,657.0,817.0,383.0
geoId-YBI,2015,473.0,610.0,771.0,367.0
geoId-YBI,2016,609.0,559.0,755.0,354.0
geoId-YBI,2017,663.0,602.0,775.0,358.0
geoId-DBN,2002,,,,
geoId-DBN,2003,,,,
geoId-DBN,2004,199.0,498.0,270.0,54.0
geoId-DBN,2005,91.0,475.0,349.0,115.0
geoId-DBN,2006,217.0,591.0,375.0,127.0
geoId-DBN,2007,228.0,664.0,411.0,150.0
geoId-DBN,2008,244.0,746.0,485.0,203.0
geoId-DBN,2009,256.0,768.0,515.0,224.0
geoId-DBN,2010,273.0,886.0,579.0,240.0
geoId-DBN,2011,299.0,1056.0,625.0,251.0
geoId-DBN,2012,352.0,1050.0,622.0,258.0
geoId-DBN,2013,426.0,1105.0,583.0,254.0
geoId-DBN,2014,471.0,1055.0,702.0,246.0
geoId-DBN,2015,558.0,1109.0,624.0,294.0
geoId-DBN,2016,585.0,1061.0,607.0,282.0
geoId-DBN,2017,596.0,920.0,621.0,284.0
geoId-DNG,2002,570.0,407.0,448.0,193.0
geoId-DNG,2003,674.0,330.0,556.0,221.0
geoId-DNG,2004,687.0,327.0,557.0,221.0
geoId-DNG,2005,732.0,288.0,603.0,226.0
geoId-DNG,2006,738.0,301.0,650.0,251.0
geoId-DNG,2007,760.0,316.0,666.0,260.0
geoId-DNG,2008,761.0,311.0,653.0,260.0
geoId-DNG,2009,761.0,311.0,653.0,260.0
geoId-DNG,2010,723.0,339.0,713.0,252.0
geoId-DNG,2011,746.0,342.0,756.0,275.0
geoId-DNG,2012,259.0,346.0,596.0,336.0
geoId-DNG,2013,207.0,342.0,596.0,274.0
geoId-DNG,2014,959.0,320.0,1357.0,432.0
geoId-DNG,2015,1028.0,407.0,1474.0,449.0
geoId-DNG,2016,960.0,340.0,1392.0,351.0
geoId-DNG,2017,765.0,340.0,2012.0,465.0
geoId-ST,2002,6007.0,3904.0,6985.0,2379.0
geoId-ST,2003,6332.0,3604.0,7497.0,2344.0
geoId-ST,2004,6614.0,3944.0,7215.0,3004.0
geoId-ST,2005,6611.0,3960.0,7659.0,2948.0
geoId-ST,2006,6716.0,3781.0,8450.0,2635.0
geoId-ST,2007,7197.0,3993.0,9596.0,3017.0
geoId-ST,2008,7436.0,4317.0,10148.0,3302.0
geoId-ST,2009,8500.0,4598.0,11182.0,3992.0
geoId-ST,2010,8914.0,4775.0,14557.0,4181.0
geoId-ST,2011,9141.0,4905.0,16066.0,4323.0
geoId-ST,2012,11104.0,5119.0,19565.0,4920.0
geoId-ST,2013,9948.0,5247.0,17675.0,4514.0
geoId-ST,2014,10009.0,5178.0,18092.0,4541.0
geoId-ST,2015,10127.0,5187.0,18229.0,4564.0
geoId-ST,2016,10722.0,5309.0,18735.0,4632.0
geoId-ST,2017,8683.0,5090.0,17432.0,5051.0
geoId-DLK,2002,714.0,804.0,555.0,257.0
geoId-DLK,2003,734.0,796.0,595.0,301.0
geoId-DLK,2004,722.0,662.0,584.0,250.0
geoId-DLK,2005,825.0,745.0,684.0,298.0
geoId-DLK,2006,806.0,613.0,836.0,292.0
geoId-DLK,2007,846.0,610.0,950.0,331.0
geoId-DLK,2008,873.0,622.0,1094.0,385.0
geoId-DLK,2009,1161.0,629.0,1245.0,420.0
geoId-DLK,2010,954.0,639.0,1408.0,442.0
geoId-DLK,2011,946.0,672.0,1463.0,469.0
geoId-DLK,2012,1093.0,1142.0,1718.0,518.0
geoId-DLK,2013,1077.0,1138.0,1680.0,507.0
geoId-DLK,2014,1095.0,1188.0,1782.0,518.0
geoId-DLK,2015,1192.0,1242.0,1813.0,499.0
geoId-DLK,2016,1172.0,1191.0,1753.0,492.0
geoId-DLK,2017,1118.0,793.0,1579.0,488.0
geoId-DNG1,2002,,,,
geoId-DNG1,2003,,,,
geoId-DNG1,2004,195.0,131.0,261.0,87.0
geoId-DNG1,2005,162.0,120.0,384.0,88.0
geoId-DNG1,2006,192.0,176.0,292.0,97.0
geoId-DNG1,2007,186.0,284.0,280.0,109.0
geoId-DNG1,2008,181.0,262.0,229.0,113.0
geoId-DNG1,2009,203.0,297.0,268.0,176.0
geoId-DNG1,2010,227.0,331.0,322.0,146.0
geoId-DNG1,2011,258.0,242.0,519.0,191.0
geoId-DNG1,2012,273.0,351.0,478.0,208.0
geoId-DNG1,2013,334.0,257.0,626.0,234.0
geoId-DNG1,2014,365.0,285.0,598.0,221.0
geoId-DNG1,2015,359.0,261.0,635.0,240.0
geoId-DNG1,2016,376.0,285.0,634.0,241.0
geoId-DNG1,2017,259.0,269.0,547.0,209.0
geoId-MRD,2002,5787.0,9963.0,5803.0,2417.0
geoId-MRD,2003,6327.0,9495.0,6191.0,2685.0
geoId-MRD,2004,7082.0,9939.0,6565.0,2776.0
geoId-MRD,2005,6960.0,10235.0,6721.0,3015.0
geoId-MRD,2006,7249.0,10325.0,6945.0,3286.0
geoId-MRD,2007,7459.0,10519.0,7542.0,3827.0
geoId-MRD,2008,7886.0,10889.0,8166.0,4186.0
geoId-MRD,2009,8331.0,11438.0,8640.0,4486.0
geoId-MRD,2010,8622.0,11250.0,10286.0,4987.0
geoId-MRD,2011,8801.0,11375.0,11659.0,5157.0
geoId-MRD,2012,10906.0,12085.0,14134.0,5516.0
geoId-MRD,2013,9405.0,11803.0,14483.0,5367.0
geoId-MRD,2014,9684.0,12049.0,14672.0,5467.0
geoId-MRD,2015,10074.0,12444.0,14938.0,5524.0
geoId-MRD,2016,10505.0,12034.0,15143.0,5260.0
geoId-MRD,2017,11726.0,11307.0,15601.0,5336.0
geoId-RRD,2002,9023.0,9339.0,8920.0,2806.0
geoId-RRD,2003,9112.0,9152.0,9017.0,2980.0
geoId-RRD,2004,9775.0,8987.0,9520.0,2975.0
geoId-RRD,2005,10107.0,8846.0,10038.0,3045.0
geoId-RRD,2006,10569.0,8684.0,11265.0,3249.0
geoId-RRD,2007,10460.0,8440.0,12136.0,3541.0
geoId-RRD,2008,10472.0,8391.0,13222.0,3822.0
geoId-RRD,2009,10851.0,8982.0,14283.0,4236.0
geoId-RRD,2010,11345.0,9205.0,14769.0,4440.0
geoId-RRD,2011,11479.0,9726.0,15434.0,4629.0
geoId-RRD,2012,13334.0,10799.0,18111.0,5196.0
geoId-RRD,2013,11885.0,9910.0,17566.0,4879.0
geoId-RRD,2014,12409.0,10012.0,18567.0,4737.0
geoId-RRD,2015,12778.0,10004.0,18689.0,4705.0
geoId-RRD,2016,13751.0,9677.0,21283.0,4783.0
geoId-RRD,2017,12251.0,9406.0,22788.0,4663.0
geoId-DNI,2002,681.0,713.0,876.0,384.0
geoId-DNI,2003,686.0,673.0,910.0,390.0
geoId-DNI,2004,686.0,673.0,897.0,393.0
geoId-DNI,2005,686.0,693.0,882.0,392.0
geoId-DNI,2006,672.0,687.0,858.0,384.0
geoId-DNI,2007,789.0,716.0,1174.0,419.0
geoId-DNI,2008,881.0,803.0,1287.0,500.0
geoId-DNI,2009,890.0,870.0,1560.0,572.0
geoId-DNI,2010,979.0,855.0,1738.0,588.0
geoId-DNI,2011,1079.0,962.0,2055.0,690.0
geoId-DNI,2012,1331.0,1106.0,2331.0,738.0
geoId-DNI,2013,1260.0,1021.0,2479.0,732.0
geoId-DNI,2014,1363.0,966.0,2603.0,738.0
geoId-DNI,2015,1292.0,1004.0,2490.0,730.0
geoId-DNI,2016,1391.0,1148.0,2542.0,765.0
geoId-DNI,2017,1360.0,916.0,2481.0,647.0
geoId-DTP,2002,578.0,873.0,468.0,232.0
geoId-DTP,2003,619.0,830.0,481.0,271.0
geoId-DTP,2004,713.0,902.0,661.0,258.0
geoId-DTP,2005,629.0,923.0,594.0,249.0
geoId-DTP,2006,673.0,980.0,730.0,311.0
geoId-DTP,2007,708.0,1013.0,841.0,383.0
geoId-DTP,2008,762.0,990.0,1029.0,414.0
geoId-DTP,2009,780.0,1055.0,1219.0,504.0
geoId-DTP,2010,799.0,1068.0,1389.0,495.0
geoId-DTP,2011,883.0,1133.0,1461.0,517.0
geoId-DTP,2012,905.0,1181.0,1514.0,527.0
geoId-DTP,2013,960.0,1164.0,1543.0,518.0
geoId-DTP,2014,951.0,1193.0,1567.0,532.0
geoId-DTP,2015,1020.0,1424.0,1582.0,533.0
geoId-DTP,2016,1179.0,1421.0,1625.0,531.0
geoId-DTP,2017,963.0,1189.0,1575.0,532.0
